Company Name,Rating,Average Salary,Role
NICE Actimize,4.3,"17,32,813",Data Scientist
Tata Group,4.0,"10,40,847",Data Scientist
Quinbay,4.1,"18,00,000",Data Scientist
Tatvic Analytics,3.6,"4,09,677",Data Scientist
Wabtec,3.7,"18,33,282",Data Scientist
Continental,3.9,"5,11,687",Data Scientist
Artificial Learning Systems,2.6,"11,66,877",Data Scientist
Dailyhunt,3.9,"27,76,606",Data Scientist
ExcelR,4.2,"2,40,000",Data Scientist
SwitchOn,4.4,"6,94,877",Data Scientist
IDFC First Bank,4.1,"18,00,000",Data Scientist
Goldman Sachs,3.9,"16,17,035",Data Scientist
Spineor,4.3,"5,35,218",Data Scientist
TATA ELXSI,4.0,"6,75,000",Data Scientist
Infosys,3.3,"17,503",Data Scientist - Monthly Intern
WebMD Health,3.6,"8,77,407",Data Scientist
Nones,3.9,297,Data Scientist - Hourly
H&M,3.5,"27,00,000",Data Scientist
Azentio Software,3.4,"6,60,000",Data Scientist
Prudential plc,3.8,"11,45,134",Data Scientist
Accenture,4.0,"6,00,000",Data Scientist
Milkbasket,3.9,"12,14,121",Data Scientist
NeoSOFT,4.1,"4,60,000",Data Scientist
Tata Insights and Quants,3.9,"6,00,000",Data Scientist
Positive Integers,3.9,"5,12,097",Data Scientist
Netenrich Inc.,4.2,"13,32,771",Data Scientist
Tekion,3.9,"20,57,919",Data Scientist
Genpact,3.9,"15,000",Data Scientist - Monthly Intern
Kaplan,3.7,"18,42,074",Data Scientist
Exzeo,4.2,"9,00,814",Data Scientist
RxLogix,3.0,"12,60,000",Data Scientist
vPhrase,3.8,"6,15,008",Data Scientist
BT,3.3,"33,70,000",Data Scientist
AIBridge ML,4.6,"5,00,000",Data Scientist
RingCentral,3.8,"30,62,779",Data Scientist
Maruti Suzuki,3.9,"3,69,005",Data Scientist
Exponentia,3.7,"8,94,170",Data Scientist
My Ally,2.8,"8,50,000",Data Scientist
Board Infinity,3.1,"4,44,257",Data Scientist
Epsilon,3.9,"17,56,813",Data Scientist
Pitney Bowes,3.5,"9,76,776",Data Scientist
DataRobot,3.6,"32,50,000",Data Scientist
Eucloid Data Solutions,4.8,"15,00,000",Data Scientist
Maxgen Technologies,4.8,"14,237",Data Scientist - Monthly Intern
Mastercard,4.3,"1,31,496",Data Scientist - Monthly Intern
Networth,3.0,"5,00,000",Data Scientist
Prudent Technologies & Consulting,3.8,"6,11,094",Data Scientist
Bright Money,4.7,"29,45,502",Data Scientist
Tech Mahindra,3.6,"6,00,000",Data Scientist - Contractor
IFS India Mercantile,4.6,"6,25,258",Data Scientist
Dunzo,3.9,"24,00,000",Data Scientist
Wakefit,4.1,"15,24,097",Data Scientist
Google,4.4,"5,55,555",Data Scientist - Contractor
Aptagrim Consulting,4.0,"4,30,506",Data Scientist
Broadridge,4.0,"11,77,480",Data Scientist
NatWest Group,4.0,"14,55,000",Data Scientist
Defence Research & Development Organisation,4.4,"66,688",Data Scientist - Monthly
ICICI Securities,3.6,"4,09,470",Data Scientist
Ather Energy,4.2,"9,00,000",Data Scientist
GlobalLogic,4.0,"9,71,000",Data Scientist
KPMG,3.8,"8,00,000",Data Scientist - Intern
Shell,4.1,"18,00,000",Data Scientist - Contractor
Datamatics Global Services,3.5,"9,96,782",Data Scientist
Exactspace Technologies,4.4,"4,50,000",Data Scientist - Intern
Atlassian,4.5,"47,60,000",Data Scientist
Sciffer Analytics,4.3,"4,00,000",Data Scientist
Inspirisys Solutions Limited,4.3,"13,32,771",Data Scientist
Bain & Company,4.5,"18,00,000",Data Scientist
Aruba Networks,4.1,"16,09,018",Data Scientist
Government of India,4.3,"2,50,000",Data Scientist - Monthly
OSG Analytics,2.7,"8,00,000",Data Scientist
Exactspace Technologies,4.4,"5,00,000",Data Scientist
Colt Technology Services,4.3,"10,76,264",Data Scientist
Sociolla,4.1,"8,19,355",Data Scientist
Pluto7,3.7,"6,12,959",Data Scientist
Digité,4.0,"8,41,570",Data Scientist
Fluid AI,3.7,"47,500",Data Scientist - Monthly
BioCryst Pharmaceuticals,3.9,"7,80,000",Data Scientist
Bewakoof Brands,4.0,"6,66,385",Data Scientist
e-Zest Solutions,4.0,"13,21,944",Data Scientist
Straive,3.4,"12,00,000",Data Scientist
Games24x7,4.4,"33,40,000",Data Scientist
Visteon,3.6,"4,99,789",Data Scientist
Linsyssoft Technologies,4.1,"4,27,103",Data Scientist
Edifecs,4.2,"6,44,173",Data Scientist
FIS,3.7,"10,00,000",Data Scientist
ZedEye Labs,4.3,"7,70,714",Data Scientist
Baronford & Associates,4.0,"25,00,000",Data Scientist
HRS Group,3.3,"17,00,000",Data Scientist
InnovatorsBay,2.8,"7,18,311",Data Scientist
Danske IT and Support Services,3.8,"12,20,019",Data Scientist
Samsung R&D Institute India - Bangalore,3.1,"19,98,734",Data Scientist
Intelligence Node,3.9,"10,00,000",Data Scientist
Quest Global,3.9,"20,21,164",Data Scientist
LiquidHub,3.0,"10,76,593",Data Scientist
Accenture,4.0,"5,08,032",Data Scientist
Tata Consultancy Services,3.9,"40,000",Data Scientist - Monthly
Prognos Health,3.2,"16,46,130",Data Scientist
TECH I.S,4.2,"3,66,656",Data Scientist
Innefu Labs Pvt,4.3,"8,88,514",Data Scientist
Data Semantics,3.9,"3,75,779",Data Scientist
GE Aerospace,3.9,"14,00,253",Data Scientist
Kantar,3.7,"8,50,000",Data Scientist
BitGo,4.3,"18,00,000",Data Scientist
Railofy,4.8,"12,91,000",Data Scientist
Thoucentric,4.1,"8,00,000",Data Scientist - Intern
AI Variant,4.2,"4,00,000",Data Scientist
WayCool Foods & Products,4.0,"8,62,116",Data Scientist
Volvo Group,4.2,"13,49,809",Data Scientist
Freshers.com,4.0,"60,000",Data Scientist - Monthly
slice,3.9,"26,00,000",Data Scientist
Diverse Lynx,4.2,"11,43,962",Data Scientist
Zycus,3.6,"13,01,058",Data Scientist
Freelancer,4.2,"6,45,500",Data Scientist - Contractor
Home Credit India,3.6,"24,91,955",Data Scientist
Knorex,4.6,"7,99,662",Data Scientist
Star Health & Allied Insurance,3.7,"26,53,900",Data Scientist
Koantek,3.7,"15,08,000",Data Scientist
GreyB,4.0,"6,24,508",Data Scientist
Aviso,3.7,"24,43,413",Data Scientist
SymphonyAI,4.2,"19,52,617",Data Scientist
Flip Robo,4.4,"21,231",Data Scientist - Monthly
DONE by NONE,4.0,"53,522",Data Scientist - Monthly
Mad Street Den Systems,4.0,"7,92,717",Data Scientist
FarEye,3.0,"14,83,893",Data Scientist
Tvarit,4.2,"10,00,000",Data Scientist
Extramarks,3.7,"23,00,000",Data Scientist
JLL,3.9,"19,48,685",Data Scientist
MSCI,4.1,"24,00,000",Data Scientist
EarlySalary.com,4.4,"15,00,000",Data Scientist
Onward Technologies,3.4,"3,65,783",Data Scientist
Bread Financial,4.4,"10,74,543",Data Scientist
Anheuser-Busch InBev,3.8,"11,66,877",Data Scientist - Intern
ICICI Lombard General Insurance Company Limited,3.5,"11,00,000",Data Scientist
Publicis Sapient,3.8,"35,646",Data Scientist - Monthly Intern
Vanilla Networks,3.7,"5,83,858",Data Scientist
Voziq,4.7,"6,63,475",Data Scientist
DeepSphere.AI,3.8,"7,57,415",Data Scientist
Techolution,4.2,"9,18,834",Data Scientist
Bitwise,4.2,"7,50,000",Data Scientist
Spoonshot,4.7,"16,76,059",Data Scientist
Rapido,4.2,"24,00,000",Data Scientist
AAKASH,3.5,"6,24,508",Data Scientist
Amazon,3.8,"10,18,488",Data Scientist
EagleView,3.6,"4,67,906",Data Scientist
Locobuzz,3.9,"10,00,000",Data Scientist
redBus India,4.4,"24,00,000",Data Scientist
Indegene,3.6,"8,00,000",Data Scientist
GS Lab,4.1,"5,90,881",Data Scientist
Rebel Foods (Formerly Faasos),3.9,"13,32,771",Data Scientist
CallHealth,3.7,"6,66,385",Data Scientist
Priya Softweb Solutions,4.1,"3,99,350",Data Scientist
McAfee,3.8,"14,22,490",Data Scientist
Tesco,3.7,"12,00,000",Data Scientist
ABC,3.9,"67,333",Data Scientist - Monthly
Yatra Online Pvt Ltd,3.5,"6,60,000",Data Scientist
TE Connectivity,3.8,"6,00,000",Data Scientist
Openstream,4.8,"5,60,000",Data Scientist
Optimum InfoSystem,4.1,"8,71,261",Data Scientist
Goods and Services Tax Network,3.8,"5,00,000",Data Scientist
Tech9,4.7,"14,40,000",Data Scientist
Colgate-Palmolive,4.2,"12,00,000",Data Scientist
Cognizant Technology Solutions,3.8,"4,28,533",Data Scientist - Contractor
vitrana,3.6,"14,93,790",Data Scientist
BankBazaar,3.8,"12,00,000",Data Scientist
Freelancer,4.2,155,Data Scientist - Hourly
"Purchasing Power, LLC",4.1,"7,00,000",Data Scientist
FarmGuide,2.9,"5,62,093",Data Scientist
XPO,3.6,"16,33,628",Data Scientist
Refinitiv,3.7,"5,33,108",Data Scientist
Capital One,4.2,"7,75,904",Data Scientist
SelfEmployed.com,4.4,"81,017",Data Scientist - Monthly
The Smart Cube,4.0,"10,40,847",Data Scientist
MyClan Services,3.9,"6,40,000",Data Scientist
dataeaze systems,4.5,"8,00,000",Data Scientist
Appberry,4.1,"4,50,000",Data Scientist
Denave,3.5,"15,62,110",Data Scientist
Schneider Electric,4.2,"10,80,000",Data Scientist
MSys Technologies,4.3,"14,00,000",Data Scientist
People Group,4.5,"11,66,877",Data Scientist
The Data Team,4.3,"15,31,389",Data Scientist
Jio,3.8,"38,410",Data Scientist - Monthly Intern
DataScientest,4.6,"76,387",Data Scientist - Monthly
PipeCandy,4.4,"15,63,813",Data Scientist
LendingTree,3.2,"4,26,747",Data Scientist
SetuServ,4.4,"4,28,533",Data Scientist
Marlabs,3.6,"11,85,214",Data Scientist
GAVS Technologies,3.9,"10,55,110",Data Scientist
Infosys,3.3,"2,08,508",Data Scientist
NextGen Invent,3.1,"1,27,922",Data Scientist - Monthly
Tata Motors,4.2,"12,67,125",Data Scientist
FinBox,4.2,"10,00,000",Data Scientist
Tokopedia,4.3,"17,52,711",Data Scientist
RisingRoot Technologies,4.0,"2,03,595",Data Scientist
Wipro,3.1,"40,000",Data Scientist - Monthly
Vumonic Datalabs,3.6,"6,00,000",Data Scientist
YBI Foundation,4.7,"1,20,000",Data Scientist - Intern
Insight Data Science,3.8,"42,462",Data Scientist - Monthly
Tata Communications,4.1,"14,32,724",Data Scientist
North American Corporation,4.1,"4,50,000",Data Scientist
NVIDIA,4.7,"51,25,067",Data Scientist
Saksoft,3.7,"6,50,000",Data Scientist
Quantsapp,3.3,"24,546",Data Scientist - Monthly
MOURI Tech,3.9,"7,00,126",Data Scientist
Don't Know,3.9,"40,000",Data Scientist - Monthly
V-Soft Consulting Group,4.2,"5,00,000",Data Scientist
Navi Technologies,2.8,"20,00,000",Data Scientist
Climate Connect,3.9,"6,80,738",Data Scientist
Novozymes,4.2,"18,50,000",Data Scientist
Accenture,4.0,"2,00,000",Data Scientist
Confidential,3.9,"18,00,000",Data Scientist
Terra Economics and Analytics Lab,4.8,"8,06,644",Data Scientist
DataWeave,4.4,"17,00,000",Data Scientist
PolicyBazaar,3.7,"11,10,642",Data Scientist
Halodoc,4.2,"19,49,607",Data Scientist
Canopus Data Insights,1.0,"2,49,195",Data Scientist
Couture AI,3.5,"21,52,528",Data Scientist
Anonymous Content,3.8,"5,10,463",Data Scientist
Actify Data Labs,4.6,"13,97,089",Data Scientist
CBRE,3.9,"13,20,000",Data Scientist
Manthan,4.1,"14,29,000",Data Scientist
Fractal,4.1,"35,455",Data Scientist - Monthly Intern
Juniper Networks,4.3,"21,55,308",Data Scientist
DMI Finance,4.1,"13,00,000",Data Scientist
Signify,3.8,"8,40,000",Data Scientist
OfBusiness,3.6,"10,83,115",Data Scientist
I'm beside you,4.6,35L -38L,Data Scientist
Chubb,3.7,20L -47L,Data Scientist
Intuit,4.6,32L -50L,Data Scientist
Cognext Analytics,3.4,9L -16L,Data Scientist
WyzMindz,3.9,4L -5L,Data Scientist
Trinity Mobility,3.6,6L -9L,Data Scientist
Soothsayer Analytics,2.9,5L -6L,Data Scientist
Avail Finance,3.6,21T -26T,Data Scientist - Monthly Intern
Ayla Networks,3.3,14L -31L,Data Scientist
Ford Motor Company,4.1,20T -70T,Data Scientist - Monthly Intern
Brunet Info Solutions,4.7,5L -6L,Data Scientist
RateGain,3.9,70T -3L,Data Scientist - Monthly
IBM iX,3.9,8L -16L,Data Scientist
Sumyag,4.5,69T -76T,Data Scientist - Monthly
SS Supply Chain Solutions,4.1,8L -14L,Data Scientist
C.H. Robinson,3.6,12L -14L,Data Scientist
Tata Digital,3.5,48T -3L,Data Scientist - Monthly
Suyati Technologies,4.3,5L -7L,Data Scientist
BMC Software,4.1,48T -68T,Data Scientist - Monthly
Suraj,4.2,9L -11L,Data Scientist
Customer Centria,3.7,5L -8L,Data Scientist
VisionNLP,4.7,5L -6L,Data Scientist
Artificial Penetration,4.7,5L -7L,Data Scientist
Yottaasys,3.4,8L -16L,Data Scientist
OnlineSales.ai,3.1,1L -10L,Data Scientist
SMEcorner,4.0,28T -58T,Data Scientist - Monthly
Johnson & Johnson,4.2,36T -1L,Data Scientist - Monthly Intern
OpsRamp,3.9,5L -6L,Data Scientist
Artefact,4.1,10L -22L,Data Scientist
Sanofi,4.0,8L -17L,Data Scientist
Data Science Wizards,4.2,6L -7L,Data Scientist
Aganitha Cognitive Solutions,4.2,11L -13L,Data Scientist
Hitachi,3.8,8L -28L,Data Scientist
Human Network,4.1,32T -92T,Data Scientist - Monthly
mfine,4.3,22L -25L,Data Scientist
Cuddle,4.7,21L -25L,Data Scientist
Aryng,3.9,19L -25L,Data Scientist
Infogain,4.0,35T -43T,Data Scientist - Monthly
SpringML,4.2,35T -1L,Data Scientist - Monthly
Kintu Designs,4.9,10T -16T,Data Scientist - Monthly Intern
NSEIT,3.7,5L -37L,Data Scientist
Fragma Data Systems,4.1,5L -11L,Data Scientist
Celebal,4.0,6L -6L,Data Scientist
Apisero,4.4,6L -14L,Data Scientist
Voosh,3.4,31L -42L,Data Scientist
SellerApp,4.7,5L -7L,Data Scientist
Intellicar,4.3,8L -20L,Data Scientist
ORMAE,4.3,13T -23T,Data Scientist - Monthly Intern
Movate,3.7,10L -18L,Data Scientist
Gainsight,4.7,13L -21L,Data Scientist
eBay,4.1,15L -27L,Data Scientist
Rubixe,4.1,29T -37T,Data Scientist - Monthly Intern
SPi Technologies,3.9,7L -12L,Data Scientist
Fusion Practices,4.6,50T -66T,Data Scientist - Monthly
Neoware Technology Solutions,5.0,33T -39T,Data Scientist - Monthly
Self Opportunity,4.3,31T -57T,Data Scientist - Monthly
Nones,3.9,29T -73T,Data Scientist - Monthly
Global Talent Pool,,20L -21L,Data Scientist
Innomatics Research Labs,4.2,19T -34T,Data Scientist - Monthly
Pratham,3.9,6L -14L,Data Scientist - Contractor
KaHa,4.3,4L -8L,Data Scientist
Nityo Infotech,3.5,4L -23L,Data Scientist
Jai Kisan,3.8,6L -6L,Data Scientist
TerraBlue XT,3.4,33T -38T,Data Scientist - Monthly
RapidOps,4.1,6L -14L,Data Scientist
Aman,3.7,4L -16L,Data Scientist
Cerulean Information Technology,4.0,10L -11L,Data Scientist
Jarvis Technology & Strategy Consulting,3.6,12L -13L,Data Scientist
Comsense Technologies,4.5,4L -10L,Data Scientist
World Wide Technology,4.1,19L -31L,Data Scientist
JBG Infosolutions,4.2,6L -6L,Data Scientist
OTO Capital,4.6,6L -19L,Data Scientist
D2K Technologies India,3.5,18T -26T,Data Scientist - Monthly Intern
3K Technologies,4.6,4L -13L,Data Scientist
Play Games24x7,4.3,20L -23L,Data Scientist
ShopUp,3.7,10L -10L,Data Scientist
Accubits Technologies,3.4,13L -19L,Data Scientist
Simplify360,4.7,2L -9L,Data Scientist
Cybage Software,4.0,34T -78T,Data Scientist - Monthly
High Peak Software,4.4,70T -81T,Data Scientist - Monthly
NoBroker,3.3,1L -2L,Data Scientist - Monthly
Hudl,4.0,3L -4L,Data Scientist
Raja Software Labs,3.8,2L -6L,Data Scientist
Siva Solutions,4.1,3L -4L,Data Scientist
Ezappsolution,4.9,6L -17L,Data Scientist
Prophecy Labs,5.0,20L -22L,Data Scientist
QBurst,4.6,66T -88T,Data Scientist - Monthly
iQGateway,4.1,6L -9L,Data Scientist
J.P. Morgan,4.0,81T -89T,Data Scientist - Monthly Intern
Zinnov Management Consulting,4.0,11L -12L,Data Scientist
Basal Analytics,4.6,5L -7L,Data Scientist
AIML Data Analytics Solutions,3.7,20L -25L,Data Scientist
Inventeron Technologies And Business Solutions,4.2,2L -5L,Data Scientist
Blu Cocoon Digital,4.7,1L -1L,Data Scientist - Monthly
InViz AI Solutions,3.0,94 -1T,Data Scientist - Hourly Intern
Ameriprise,3.9,7L -23L,Data Scientist
Hitachi Vantara,3.2,11L -22L,Data Scientist
Infodeal,4.4,63T -80T,Data Scientist - Monthly
Comviva,3.7,3L -15L,Data Scientist - Contractor
Collabera,3.8,5L -11L,Data Scientist
American Express Global Business Travel,3.8,13L -21L,Data Scientist
TurningCloud Solutions,4.1,4L -5L,Data Scientist
Databricks,4.6,5L -18L,Data Scientist
Western Digital,3.7,5L -6L,Data Scientist - Contractor
Innovative Business Solutions,4.5,8L -9L,Data Scientist
Crayon Data,4.2,39T -1L,Data Scientist - Monthly
Strivemindz,5.0,14T -18T,Data Scientist - Monthly
XLPAT Labs,3.9,6L -7L,Data Scientist
Grab,4.2,5L -46L,Data Scientist
Arohi Operations,,30T -34T,Data Scientist - Monthly
R&M Data Scientist,4.4,1L -11L,Data Scientist - Monthly
Pratilipi,4.3,17L -37L,Data Scientist
Ripik AI,4.2,13L -15L,Data Scientist
Mate Labs,4.4,8L -10L,Data Scientist
Sandvik,4.2,3L -22L,Data Scientist
CarDekho,4.2,13L -17L,Data Scientist
Amazon Flex,3.6,6L -12L,Data Scientist
InfoObjects,4.4,54T -69T,Data Scientist - Monthly
ThirdEye Data,3.1,5L -7L,Data Scientist
FreeCharge,4.1,8L -9L,Data Scientist
DuPont,3.9,9L -17L,Data Scientist
Objectsol Technologies,3.0,21T -31T,Data Scientist - Monthly
Dynatrace,4.2,7L -14L,Data Scientist
EzDataMunch,5.0,2L -5L,Data Scientist
Idexcel,4.0,7L -8L,Data Scientist
TaskUs,4.5,7L -9L,Data Scientist
IIT Madras,4.5,9T -58T,Data Scientist - Monthly Contractor
Dozee,4.2,9L -16L,Data Scientist
Mercedes-Benz International,3.9,43T -2L,Data Scientist - Monthly
OLA Electric,2.5,21L -25L,Data Scientist
Tavant,4.3,6L -21L,Data Scientist
dAlchemy,5.0,5L -6L,Data Scientist
Panasonic,3.8,10L -21L,Data Scientist
Amazon,3.8,58 -300,Data Scientist - Hourly
ConcertAI,3.3,27L -29L,Data Scientist
Qualcomm,4.1,96T -1L,Data Scientist - Monthly
TO THE NEW,4.1,3L -8L,Data Scientist
Guidehouse,3.7,8L -10L,Data Scientist
EYGBS (India),3.9,5L -13L,Data Scientist
Kiya.ai,4.2,4L -5L,Data Scientist
All On Block,3.9,1L -12L,Data Scientist
Bounce,3.9,19L -21L,Data Scientist
Jash Data Sciences,3.9,6L -8L,Data Scientist
Swiggy,4.0,38T -43T,Data Scientist - Monthly Intern
KYC Hub,3.4,2L -13L,Data Scientist
EdGe Networks,3.5,5L -20L,Data Scientist
MiQ,3.9,10T -47T,Data Scientist - Monthly Intern
John Deere,4.1,5L -29L,Data Scientist
OceanFrogs,4.8,36T -40T,Data Scientist - Monthly
Cargoflash Infotech,3.5,6T -11T,Data Scientist - Monthly Intern
Sailotech,4.5,9L -17L,Data Scientist
Think Analytics,4.0,5L -8L,Data Scientist
Actyv,3.4,59T -95T,Data Scientist - Monthly
Simplilearn Solutions,3.8,2T -2T,Data Scientist - Hourly Contractor
DONE by NONE,4.0,87T -3L,Data Scientist - Contractor
NewAge Products,4.1,8L -9L,Data Scientist
Visible Alpha,3.9,15L -17L,Data Scientist
Nitor Infotech,4.2,8L -9L,Data Scientist
Loginworks,3.8,5L -6L,Data Scientist
Tata Consultancy Services (North America),3.8,3L -10L,Data Scientist - Contractor
Brainlabs,3.2,11L -12L,Data Scientist
Savitribai Phule Pune University,4.3,6L -8L,Data Scientist
RGlobits Technologies,,8L -10L,Data Scientist
Abbott,3.8,10L -12L,Data Scientist
Javis,3.4,17L -26L,Data Scientist
TCS,3.9,98T -4L,Data Scientist - Monthly
Rain Instant Pay,3.5,21L -32L,Data Scientist
Jet2 Travel Technologies,4.4,14L -19L,Data Scientist
Autodesk,4.2,24L -39L,Data Scientist
CROPIN TECHNOLOGY SOLUTIONS,3.5,14T -25T,Data Scientist - Monthly Intern
HiTech Solutions,3.9,10L -12L,Data Scientist
Belong,4.4,13L -17L,Data Scientist
Clairvoyant,4.0,18L -25L,Data Scientist
Bugendai Tech,4.8,3L -6L,Data Scientist
SelfMade,4.3,20T -3L,Data Scientist - Monthly
GALYTIX,3.3,15L -17L,Data Scientist
Tableau Software,3.8,19T -28T,Data Scientist - Monthly Intern
Wipro,3.1,7L -10L,Data Scientist - Contractor
Microland,3.7,15L -33L,Data Scientist
Rishabh Software,4.2,3L -14L,Data Scientist
Biocube Matrics,3.9,6L -13L,Data Scientist
Digité,4.0,19T -22T,Data Scientist - Monthly Intern
Oorwin Labs,4.7,22T -1L,Data Scientist - Monthly
Kabbage,3.9,21L -24L,Data Scientist
CanWill Technologies,4.7,11L -13L,Data Scientist
Infosys,3.3,24T -67T,Data Scientist - Monthly Contractor
Motorola Solutions,4.0,6L -16L,Data Scientist
TCS e-Serve International,3.8,10L -13L,Data Scientist
WinWire Technologies,3.9,12L -14L,Data Scientist
Trion Infotech,4.2,2L -6L,Data Scientist
Indeed,4.3,31L -56L,Data Scientist
Aventior,3.6,5L -7L,Data Scientist
Unified Softech,4.7,4L -10L,Data Scientist
ROHIT KUMAR MODI,3.5,4L -12L,Data Scientist
thyssenkrupp,3.9,7L -16L,Data Scientist
FirstCry com,3.7,56T -75T,Data Scientist - Monthly
Child Health Imprints,2.5,8L -9L,Data Scientist
Applicate,3.5,5L -6L,Data Scientist
State Street,3.5,15L -23L,Data Scientist
ORMAE,4.3,75T -1L,Data Scientist - Monthly
DeepIQ,5.0,12L -18L,Data Scientist
ContractPodAi,3.7,9L -21L,Data Scientist
Spice Money,4.2,8L -12L,Data Scientist
DT Consulting,3.9,9L -12L,Data Scientist
Fuzone e Systems,,87T -94T,Data Scientist - Monthly
NA World Services,3.9,10L -13L,Data Scientist
Datametica,4.1,9L -12L,Data Scientist
Grupo Insud,3.5,96T -6L,Data Scientist
Polynomial.Ai,4.0,5L -6L,Data Scientist
Aufait Technologies,3.8,4L -6L,Data Scientist
Social Prachar,3.8,17T -37T,Data Scientist - Monthly
Zebra Technologies,4.1,10L -14L,Data Scientist
Microsoft,4.3,14T -2L,Data Scientist - Monthly
Airbus,4.1,85T -2L,Data Scientist - Monthly
Cavinkare,4.0,30T -86T,Data Scientist - Monthly
Inference Labs,3.6,26T -86T,Data Scientist - Monthly
Kinara Capital,4.2,6L -11L,Data Scientist
Piramal Glass Limited,3.6,6L -16L,Data Scientist
Aptara,3.4,22T -2L,Data Scientist - Monthly
DigiTele Networks,3.5,5L -11L,Data Scientist
Blackhawk Network,3.7,6L -17L,Data Scientist
First Student,3.9,51T -60T,Data Scientist - Monthly
DISH Network Technologies,3.3,13L -14L,Data Scientist
Tech Mahindra,3.6,32T -55T,Data Scientist - Monthly
Indian Statistical Institute,4.5,27T -43T,Data Scientist - Monthly
SalesKen,3.7,8L -13L,Data Scientist
HERE Technologies,3.6,34T -53T,Data Scientist - Monthly Intern
Student Works,4.3,10T -10T,Data Scientist - Monthly
Clarivate,3.4,9L -26L,Data Scientist
Motilal Oswal Securities,3.3,6L -8L,Data Scientist
Amity University,3.7,6L -17L,Data Scientist
Sonata Software,3.9,4L -9L,Data Scientist
Merck KGaA,4.0,7L -11L,Data Scientist
